track_id,title,song_id,release,artist_id,artist_mbid,artist_name,duration,artist_familiarity,artist_hotttnesss,year,song_hotttnesss,tempo,danceability,energy,loudness,song_key,key_confidence,song_mode,mode_confidence,time_signature,time_signature_confidence,track_7digitalid,shs_perf,shs_work
TRZRKKK12903CAB51D,Count Every Star,SOTCRWL12AB0185CD9,Starring,ARRF2WB1187FB4641E,a4a60ca9-45ff-464d-9764-7117d3f8c6d7,Al Hibbler,168.98567,0.415958043,0.321426232,1950,0.518759898,111.619,0,0,-19.728,7,0.316,1,0.452,4,0.919,6383565,-1,0
TRNFBWM128F92FBE78,When The Saints Go Marching In,SONSZMI12AB0183F34,Joy To The World,ARBF9CG1187FB3D905,621b8812-df32-4bf1-80c4-aee05f803137,The Weavers,161.56689,0.547998548,0.361357208,1951,0.425124658,114.02,0,0,-4.658,0,0.526,1,0.571,4,0.556,3816909,-1,0
TRJZDYN128F42A7AAC,Five Long Years,SOCNYAU12A6D4F82A2,Backline Volume 9,ARR8AIK1187B9A0BCE,8766468c-9a0f-41e2-8466-601d94d5098e,Eddie Boyd,160.93995,0.453125179,0.349409351,1952,0.66352541,57.59,0,0,-13.966,0,0.408,0,0.316,4,1,1247048,-1,0
TRCCDUT12903CF6303,Hound Dog,SOHDIBK12A6D4FB0A0,All Around the Dance Floor,ARZJKZR1187FB3EFC2,2993f855-403f-4c6a-bea9-088cd5d354dc,Big Mama Thornton,169.40363,0.570506934,0.423070612,1953,0.82053872,149.06,0,0,-9.723,3,0.5,0,0.588,1,0,8155247,-1,0
TRNOQZU128F1458062,Five Bottles Mambo,SOYTJQA12A6D4F7635,Mambo! (World),ARDDQFZ1271F574470,53d86951-706c-41c8-9053-a713ea972395,Yma Sumac,168.01914,0.489988284,0.422812934,1954,0.524822258,135.763,0,0,-13.068,5,0.641,1,0.512,1,0,237373,-1,0
TRCACLE128F9335BEF,Speedoo,SOKODQA12AB01871F4,Street Walkin And Street Talkin,ARY7XSH1187B98CAF3,66c124ce-89b0-4c30-81a5-a407c7847eaf,The Cadillacs,140.90404,0,0.408097397,1955,0.340857095,125.747,0,0,-11.953,8,0.068,1,0.486,4,0,4098584,-1,0
TRCDRGT12903CE64BF,My Love Will Never Die,SOCSTEA12AB018AFAC,Violent Love,ARRH52A1187B9ABAF0,40ee7c92-f44a-4d14-9aee-f87244465ee4,Otis Rush,188.62975,0.606518209,0.36548716,1956,0.659300406,101.307,0,0,-17.605,7,0.464,0,0,3,1,7602052,-1,0
TRCQNHL128F4283B83,Dedicated To The One I Love,SOKNIST12A8C13EBC2,Doo Wop Hits,ARTNHNO1187B994275,bcf6bbb0-72cb-4963-851c-6e6851dc700d,The 5 Royales,164.67546,0.386036102,0.315016735,1957,0.494489518,112.89,0,0,-12.431,5,0.537,0,0.57,3,1,2379869,-1,0
TRCZBWE128F1486A10,The Purple People Eater,SOKEEZT12A6D4F7B47,True 50s 3CD Set,ARO5ZS41187FB5C40D,42b26772-c5a8-4af5-9fbb-d63593a48a29,Sheb Wooley,134.13832,0.467742291,0.375614375,1958,0.599875581,157.277,0,0,-7.355,9,0.35,1,0.269,1,0,473367,-1,0
TRCQIQX128F149A145,Chega De Saudade,SODERBB12A6D4FA52E,Joao Voz E Violato,AR3THYK1187B999F1F,286ec4c2-b5ca-4f85-b331-280a6d73dd14,João Gilberto,207.77751,0.645192339,0.458738221,1959,0.78512775,68.073,0,0,-22.844,4,0.054,0,0.259,3,0.572,581260,-1,0
TRCMVUL128F92F3148,Alley Oop,SOYJYPX12A58A7B631,100 Funny Favorites,ARYRN221187FB3EF12,0da9b97f-c91f-4fd2-b038-779f290dccf2,The Hollywood Argyles,160.67873,0.432290285,0.293476661,1960,0.572534522,131.235,0,0,-10.967,7,0.804,1,0.345,4,0,7275048,-1,0
TRCCSYT128F931AF52,Bye Bye Baby,SOVLJEB12A58A7B46D,The Complete Motown Singles_ Volume 1: 1959-1961,ARHVQU31187B9B7623,43fe7a49-2a63-48f1-871c-12450d21eeb1,Mary Wells,173.58322,0.643306938,0.412439693,1961,0.405115722,123.808,0,0,-5.164,7,0.393,1,0.513,4,0,3969880,-1,0
TRCCNDP128F429EE9D,Just For Tonight,SOAHUBG12A8C13A494,Greatest Hits - The Best of Henry Mancini,ARZWPWP1241B9CA793,83e71a21-caf7-4e48-8ff7-6512d51e88a3,Henry Mancini,123.55873,0.695422285,0.437494807,1962,0.38293509,139.364,0,0,-16.427,3,0.609,1,0.586,4,0.982,3408292,-1,0
TRCCZNX128F4269522,Ain't It A Shame,SOPGWKQ12A8C131D62,The Very Best Of Major Lance,ARCBYJW1187FB51FD8,3f8b614b-cfc5-463e-a3f1-c6efdb26b443,Major Lance,125.83138,0.552021062,0.363930188,1963,0.265861049,117.957,0,0,-10.72,7,0.05,0,0.387,4,1,3184609,-1,0
TRCCSRJ128F147ED54,My Lady's A Wild_ Flying Dove  (LP Version),SOOPVDG12A6D4F98DA,Ramblin' Boy,AR2JSO31187FB5405E,1880815f-5f43-4eba-9038-96ba0380134d,Tom Paxton,193.09669,0.569135696,0.434862891,1964,0.323112121,159.83,0,0,-22.339,2,0.718,1,0.647,4,0,429864,-1,0
TRCCIJZ128F145DA7B,The Kicker (Rudy Van Gelder Edition) (1999 Digital Remaster),SOLSCOB12A6D4F80C8,Song For My Father,ARNEWMP1187FB3DB31,d185d986-ee96-4fd3-bd61-8c848a4765b6,Horace Silver,324.88444,0.664635251,0.425502789,1965,0.59309569,132.291,0,0,-7.084,5,0.252,0,0.356,3,0.427,262495,-1,0
TRCCBAJ12903CAB7AC,Land Of 1000 Dances,SODUIEM12A58A778EA,Land of 1000 Dances - Songs of the 60's,ARL36OE1187B992ABF,80d0f59f-3364-422d-99da-6aadb411da02,Cannibal & The Headhunters,133.74649,0.414847304,0.319379205,1966,0.585579082,143.439,0,0,-10.315,4,1,1,0.791,1,0,7359599,-1,0
TRCJKRP128F14A8FCC,I'll Spend My Life With You,SOLRMGZ12A6D4FAFB0,Headquarters Sessions,ARY1LTC1187B9B1DC4,b8549efe-f4fd-4dc0-8ef1-226e9c400233,The Monkees,146.07628,0.699235976,0.524739342,1967,0.508289106,189.669,0,0,-9.718,2,0.322,0,0.405,4,0,646215,-1,0
TRCCWAN128F92D447A,Skinny legs and all,SOYCBNS12A8C144E21,Gotcha,AR09AQD1187FB38D6F,bb25e0ba-fd11-4d2a-8ec3-f5674f67c874,JOE TEX,186.3571,0.609141824,0.394314181,1968,0.657086997,130.419,0,0,-11.553,0,0.211,1,0.461,4,0.21,4196375,-1,0
TRCCYTA128F93448EA,Crazy thing nr 1,SOTHJXP12AB0183A92,Tasavallan presidentti,AR1H1GY1187B991F17,6f0e86fc-25ff-4e1f-b14e-024020a07bda,Tasavallan Presidentti,43.10159,0.42799677,0.374694049,1969,0.324058699,93.226,0,0,-9.379,0,0.609,1,0.578,4,0,7126749,-1,0
TRCZJGM128F4261493,Golden Slumbers/Carry That Weight/The End/Here Comes The Sun/Come Together,SODXSPX12A8AE48CC2,McLemore Avenue,AR5GPWY1187FB52289,377015fb-c02f-4b05-960b-e0df6a7ea99e,Booker T & The MG's,948.63628,0.724019794,0.477871394,1970,0.473346541,74.02,0,0,-15.668,0,0.594,1,0.639,4,0.265,3135758,-1,0
TRCCDRO128F425F131,Wang Dang Doodle,SOAAGKQ12A8C13433E,Live And Kickin',AR37K6O1187B9AD049,f0167ca4-f151-4194-813f-021bca2ecf7b,Savoy Brown,301.58322,0.60594723,0.384290228,1971,0.594483379,152.621,0,0,-11.368,9,0.67,1,0.43,4,0.267,903414,-1,0
TRCCCXQ128F92EFDE6,I'll Find A Way,SOCMLQF12A8C145701,Don't Turn Around,AR4LTZA1187B996753,f0cefa84-b55d-456a-a761-1b089497710d,Black Ivory,189.46567,0.47382829,0.322597198,1972,0.334706549,136.49,0,0,-11.333,7,0.625,1,0.528,4,0.511,5822272,-1,0
TRCCMGC12903D0715A,Don't Try To Hide It (LP Version),SOIIPMB12AC468B3CB,Bloodshot,AR7GM0K1187B9B74B4,43b9b30b-f719-464a-8bf3-07c294c257b2,The J. Geils Band,154.61832,0.667904883,0.385282893,1973,0.44347714,87.6,0,0,-8.033,7,0.623,1,0.214,1,0,6762533,-1,0
TRCCDAV12903D071CF,Nightmares (LP Version),SOODOIG12A58A7B87D,Nightmares...And Other Tales From The Vinyl Jungle,AR7GM0K1187B9B74B4,43b9b30b-f719-464a-8bf3-07c294c257b2,The J. Geils Band,73.16853,0.667904883,0.385282893,1974,0.393185651,149.876,0,0,-7.721,11,0.061,1,0.081,4,0.133,6762650,-1,0
TRCCFKP128F427486E,Just What The Doctor Ordered,SOBTKWO12A8C1303FD,The Very Best Of Ted Nugent,ARVNUPL1187B98ABA4,e491fae8-3a5a-438e-8368-925753fb41a1,Ted Nugent,215.40526,0.68672812,0.526985184,1975,0.584437156,164.844,0,0,-10.752,4,0.798,1,0.599,1,0,3231992,-1,0
TRCCBDW128F92CD25E,London Boys,SOBTJXA12A8C1434BF,The T.Rex Wax Co. Singles A's & B's 1972-77,ARGJ7R91187B9AF64A,c842d29f-a297-48cd-bb71-4f77fd672b16,T.Rex,142.23628,0.67128281,0.520312855,1976,0.551288056,130.122,0,0,-8.558,9,0.047,1,0.313,4,0.935,4156595,-1,0
TRCCOEW128E07842D7,All Around The World,SOIJRVK12A6701CB2F,Compact Snap!,ARJG2ID1187B9A767E,23228f18-01d5-493e-94ce-cfcde82a8db2,The Jam,143.98649,0.778142723,0.547746275,1977,0.622273394,152.312,0,0,-7.829,2,0.807,1,0.643,4,0.41,22745,-1,0
TRCCQCU128F42BA7D0,Leave A Light,SOZQEQI12A8C13FA39,Greatest Hits,AR0GHWE1187FB4A31B,ead084b1-5d27-4033-a3d1-4df613ca5cce,Eruption,196.88444,0.569327243,0.376189423,1978,0.481694147,108.007,0,0,-5.963,11,0.433,1,0.428,4,0.512,3522632,-1,0
TRCCMMZ128F424C67F,Heavenly,SOZBTOJ12A58A7C577,At His Best!,AR65Y8H1187FB38CFD,d5c79890-36c5-4f1b-bed3-4468eee093f3,Solomon Burke,332.30322,0.72723242,0.428161187,1979,0.265861049,139.328,0,0,-12.403,2,0.756,1,0.664,4,0.337,2718728,-1,0
TRCCDMV128F427960B,The Dance No 3,SOZMPPP12A58A7C15E,Ambient 3: Day Of Radiance,ARKNSFS1187B99EF81,249e0ab9-2690-47f3-8c9a-ef7bb62ee466,Laraaji,201.24689,0.509852927,0.351758331,1980,0.212045405,150.866,0,0,-11.702,3,0.611,1,0.43,1,0,1680725,-1,0
TRCCIRG12903CAE44A,Dense,SOLUKUB12AB01864F0,Ceux Du Dehors,ARNYBGM1187FB54F1A,698b164e-8f54-4b61-8e02-3ac5ca334ce2,Univers Zero,746.89261,0.434146712,0.34238739,1981,0.212045405,124.213,0,0,-12.405,7,0.336,1,0.815,4,0.92,7371265,-1,0
TRCCQRI128F92F2751,War Across The Nation,SORUBBT12A8C141533,The Punk Singles Collection 1977-82,ARQRD391187FB5515A,8aedcd15-34fc-4f31-9817-cd444a9b3789,Chelsea,183.14404,0.555730918,0.352868134,1982,0.405115722,188.014,0,0,-7.292,2,0.212,1,0.167,1,0,6788660,-1,0
TRCCMQX128F92C3FB0,Untouchable,SOLCVRC12A8C140C90,The Sin Of Pride,AR32RXI1187B9BA168,d188e4cd-d187-4df2-8516-6ff8dfd3735c,The Undertones,200.85506,0.645341246,0.431139295,1983,0.345802234,135.288,0,0,-6.702,9,0.706,1,0.535,4,0.24,3541665,-1,0
TRCCMIK128F422DCE8,Caroline Wheeler's Birthday Present,SOLZNBM12A81C22F51,A Scandal In Bohemia,ARSG5061187B98D9B8,869f504d-2119-466b-8a3c-ff44cd8abcd0,The Jazz Butcher,267.31057,0.498653903,0.354305574,1984,0.323112121,100.765,0,0,-10.138,2,0.698,1,0.441,4,0.549,1950544,-1,0
TRCCJAH128F1458FD7,Lover To Fall,SONEZHH12A6D4F797E,Cupid And Psyche '85,ARH99LV1187B98DEF4,a2588b38-6532-4186-b0c8-9aff306d56f5,Scritti Politti,252.02893,0.601006904,0.447302217,1985,0.504034341,132.596,0,0,-10.811,5,0.027,1,0.213,4,0.772,241663,-1,0
TRCCNDF128F9344543,Kalpeanaama,SOEOWOP12AB0182FD5,Hulalalaa,ARZ5Z001187FB3C9C7,dbe69d6c-fb74-4da9-8f60-7127f0fe8e72,Noitalinna Huraa!,190.32771,0.475358384,0.3794136,1986,0.368173873,131.919,0,0,-8.461,0,0.865,1,0.709,1,0,7125814,-1,0
TRCCQPB128F933A39D,Cadillacs,SOLPDDW12AF72A5DE4,Yo Te Avise,ARL3VGT1187FB40E8E,cfe85625-10af-46c1-99fb-765ed3a4f1ad,Los Fabulosos Cadillacs,121.86077,0.774037142,0.521726648,1987,0.616303951,122.209,0,0,-6.929,7,0.513,0,0.526,4,0.306,5644110,-1,0
TRCCMEJ12903CB9E22,Flight Of The Warrior,SOSQSBV12AB0180791,Thundersteel,ARIRNUG1187B9B0D8D,ca04e657-2ffc-4949-9150-cb43d9f231e2,Riot,257.09669,0.576408737,0.404971083,1988,0.659300406,142.307,0,0,-11.164,4,0.566,0,0.577,4,0,6444336,-1,0
TRCCZHU128F425CEDE,The Long Riders,SOKOEPU12A8C134B0F,Cross Currents,ARIG6O41187B988BDD,9f6413ef-4320-4833-87be-3ad1d3bf238f,Richard Souther,212.81914,0.419943148,0.330806357,1989,0.507669472,108.717,0,0,-25.582,5,0.299,1,0.602,3,0.953,1560936,-1,0
TRCCJOM128F423D7D2,Sky,SORXZPM12A8C13505E,Trapdoor Fucking Exit,AR3I1EK1187B99E724,45fdf967-5a18-417a-be32-7dda5c0ebbb0,The Dead C,171.36281,0.532749944,0.402375462,1990,0.560440968,147.163,0,0,-12.763,7,0.336,1,0.416,4,0,2652914,-1,0
TRCCJJN128F4263A09,Flyin' The Flannel,SOIKZQB12A8C12FEF1,Flyin' The Flannel,AR9A5TK1187B9AD07F,33e09dd8-a998-4e1a-9e69-1a6567a3803d,fIREHOSE,168.56771,0.552704814,0.387008322,1991,0.686624878,128.928,0,0,-9.182,2,0.414,1,0.516,4,1,3152975,-1,0
TRCCZSZ128F930186C,Easy to Please,SOGFZMZ12AAF3B4975,American Legend,ARUHX3U1187FB57A44,fd2a2e7a-c2fe-4046-963d-a1a5d863015b,Janie Fricke,162.58567,0.45308525,0.382668086,1992,0.251005527,115.032,0,0,-10.618,9,0.822,1,0.704,4,0.7,6850693,-1,0
TRCCCDI128F427CC1F,Ten Times Blue,SOMSPXD12A8C139F36,Come Softly To Me: The Very Best Of The Fleetwoods,AROSQW61187FB5330B,4cda00d8-55d3-42cd-b5e3-5e1934406eaa,The Fleetwoods,175.59465,0.503820983,0.397711071,1993,0.310791536,87.65,0,0,-15.193,5,0.595,1,0.519,4,0.769,1694460,-1,0
TRCCLZY12903CD929B,Lorena,SOETYJB12AAA15E85A,The Early Years,ARS31DK1187B9AFFAC,1a46826b-4d73-4e04-8590-f36c9d832f9e,Waylon Jennings,136.59383,0.685744193,0.431542959,1994,0.400039657,91.449,0,0,-29.659,11,0.653,1,0.613,4,1,7548214,-1,0
TRCCCRP128F147BEFA,Journey (Album Version),SOXFJZQ12A6D4F81FB,The Meeting Pool,ARE93YV1187B9937CC,bc30924c-1900-41c3-9a97-41a93433836f,Baka Beyond,368.14322,0.559822533,0.391483915,1995,0.355285536,139.092,0,0,-11.482,9,0.588,0,0.367,4,0,412977,-1,0
TRCCZWB128F933FF28,Ich schwöre,SODSOLA12AB0184CA3,Ich schwöre! - Das volle Programm,AR6QDZ91187B9A8111,8d3c6a3c-4d97-455c-ad07-3fefc0172861,Udo Lindenberg,220.682,0.591500437,0.323924673,1996,0.407901717,85.62,0,0,-11.504,0,0.5,0,0.493,4,0.907,5667566,-1,0
TRCCQRC128F1490768,Philly Bluntz,SOJEWYS12A6D4F851A,Globetrotting,ARIHDAF1187FB3B971,98572ea2-67a6-4ea5-8a3b-fcd1740c0115,Dave Angel,410.27873,0.678216107,0.344019351,1997,0.235063456,131.75,0,0,-5.582,9,0.085,1,0.099,4,1,527453,-1,0
TRCCNFQ128F14903C4,Wasted,SOJTNHP12A58A78588,Into The Sun,ARYRSHL1187B98F3EB,722c6718-0c61-4db2-a8bc-993a8c5d2baf,Sean Lennon,91.58485,0.69296771,0.515246956,1998,0.503752061,72.081,0,0,-21.973,5,0.288,1,0.941,3,0.781,526353,-1,0
TRCCCJT128F429FFF6,Bonjour ca va,SOFVVGL12A8C13C32F,MediaMarkt - Collection,AR0TAEM1187FB36C4B,e96c89d3-b013-48c2-96a6-da06d2eda534,Middle Of The Road,188.49914,0.561766189,0.392011973,1999,0.266955186,128.033,0,0,-7.202,2,0.356,1,0.462,4,1,3412731,-1,0
TRCCNGJ128F4273613,VIHTAHOUSU,SOFOFVY12A8C137ADA,Passinpaa,ARCRDCN1187B98D3AB,fef0f2c3-ca71-42ed-9095-946269c01ca7,Pohjannaula,172.32934,0.500877248,0.36680577,2000,0.215080319,144.017,0,0,-5.507,9,0.491,0,0.36,1,0,1655572,-1,0
TRCCJJG128F42980B7,Pay Per View,SOXKFWF12A8C13B3A8,The Altogether,ARD5K161187B9AC784,f3e2a7d9-c6bb-4848-95e5-04c0a1e2f511,Orbital,311.11791,0.693009204,0.498668875,2001,0.675766176,87.99,0,0,-8.333,11,0.64,0,0.554,5,0.575,1156339,-1,0
TRCCCPM12903CBEEE5,A Little More Love,SOQCQSN12AB0186D3E,Classic Masters,ARHGZZQ1187B9AC1D2,e509b240-7d64-43ec-8d0e-c09090393c82,T-Connection,287.26812,0.488717893,0.348191735,2002,0.314695062,91.614,0,0,-5.41,8,0.734,1,0.69,4,0,8416224,-1,0
TRCCCFC128F4251560,Camp Hollers,SOFZVZX12A6D4F5D28,King Of The Delta Blues,ARGETJ81187B9B4F2F,8c87dda0-be58-4e48-a3b5-2626f26364c7,Son House,147.27791,0.711403427,0.430829651,2003,0.642186026,93.403,0,0,-20.686,6,0.237,1,0.245,3,0.816,2152444,-1,0
TRCCCME128F9321775,Dream,SONVBWO12AB0187B35,Keep Right,AR2SGQW1187B9B9E7C,fc4568b6-cbe3-4a3d-8409-28510c19e3e2,KRS-One,63.37261,0.730246319,0.520489571,2004,0.525497119,217.694,0,0,-14.209,6,0.381,1,0.365,5,0.655,5091886,-1,0
TRCCZZR128F4239D6F,I Want You To Stay,SOPBKIV12A8AE46CA1,Missing Songs,ARD8ODS1187FB4ADFA,92e634a7-6023-4be8-be15-ebba822f5b34,Maximo Park,249.15546,0.721519578,0.503304271,2005,0.460541281,78.485,0,0,-5.184,10,0.283,0,0.2,4,0.165,2018189,-1,0
TRCCCMQ128F42AE752,It's So Good,SOSIYAD12A8C14097F,Super Colossal,ARNZ70R1187B9A4824,29762c82-bb92-4acd-b1fb-09cc4da250d2,Joe Satriani,254.85016,0.705876402,0.620948215,2006,0.693272417,87.875,0,0,-4.707,7,0.1,1,0.393,4,0.895,3473087,-1,0
TRCCZNB12903CD9D07,Scarlett of Heaven nor Hell,SOCNGSC12AB0187A7C,We Sing of Only Blood or Love,AR2BG0R1187FB398C3,0d41734a-db21-4042-97b0-98a730eca310,Dax Riggs,99.36934,0.627917468,0.473918437,2007,0.529214471,83.505,0,0,-4.608,8,0.112,1,0.417,5,1,9002095,-1,0
TRCCCSK128F92EE3B2,Endangered Species,SOHXIRQ12AAA15CF81,Turntables On The Hudson Lunar New Year 4707,ARYPORX1187FB52FBD,ec475fb8-d454-406e-b473-7f0b0d815f9d,Nickodemus,276.53179,0.573805508,0.372730673,2008,0.690676048,63.344,0,0,-8.107,3,0.17,0,0.031,5,0.278,5327529,-1,0
TRCCCZA12903CDFFFA,Malin Kpon O,SOJTODJ12AB018ADC2,Echos hypnotiques (From the Vaults of Albarika Store 1969-1979_ Vol. 2),ARJVKXN12086C1567E,6ef0f809-585b-4b1d-b933-51b932c03b66,Orchestre Poly-Rythmo de Cotonou,219.14077,0.467727308,0,2009,0.493222776,110.576,0,0,-6.975,1,0.763,1,0.776,4,0.438,7576318,-1,0
TRCCLLR12903CD74FF,His Kiss_ The Riot,SOWQEIE12AB01890CF,Hadestown,ARPLJIY1187FB48E3C,9f41d3cd-5fe4-4144-b658-b00c557f0441,Anais Mitchell [feat. Greg Brown],242.78159,0.508316668,0.494068212,2010,0.638350391,82.336,0,0,-12.68,0,0.345,0,0.495,5,0.757,8991793,-1,0
TRCGTAH12903CAFAB8,Popinjay,SODRNYV12AB018AA9B,Popinjay,ARSLZXW11C8A42C45E,072d4c31-8fd7-4073-9efc-7e192b517906,The Joy Formidable,185.05098,0.627261467,0.532538585,2011,0.64471198,143.005,0,0,-3.993,2,0.539,1,0.43,4,0.509,8353511,-1,0
